time_s,temperature_humidity,temperature_pressure,pressure,humidity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,led_r,led_g,led_b
53.95,527.848,527.848,0.00000136107979,0,0,0,0,0.7636138,0.6956783,-0.0492643,22.6599992,-13.6596637,-34.2810654,255,0,0
54,527.17,527.17,0.00000136926922,0,0,0,0,0.7517824,0.689004,-0.0605612,23.8651869,-14.8705692,-32.9380596,255,0,0
54.05,526.492,526.492,0.00000137750793,0,0,0,0,0.739494,0.6820998,-0.0706889,25.0233179,-15.993624,-31.5274117,255,0,0
54.1,525.814,525.814,0.00000138579621,0,0,0,0,0.7267492,0.6750244,-0.079664,26.1328045,-17.0278402,-30.056826,255,0,0
54.15,525.136,525.136,0.00000139413436,0,0,0,0,0.7135493,0.6678311,-0.0875059,27.1922068,-17.9729734,-28.5338968,255,0,0
54.2,524.458,524.458,0.00000140252267,0,0,0,0,0.6998964,0.6605677,-0.0942368,28.2002346,-18.8294842,-26.9660538,255,0,0
54.25,523.78,523.78,0.00000141096146,0,0,0,0,0.6857934,0.6532768,-0.0998814,29.1557495,-19.5984953,-25.3605147,255,0,0
54.3,523.102,523.102,0.00000141945103,0,0,0,0,0.6712439,0.6459956,-0.104466,30.057766,-20.2817456,-23.7242431,255,0,0
54.35,522.424,522.424,0.00000142799167,0,0,0,0,0.6562523,0.6387561,-0.1080185,30.9054523,-20.881541,-22.0639144,255,0,0
54.4,521.746,521.746,0.0000014365837,0,0,0,0,0.6408238,0.6315852,-0.1105677,31.6981295,-21.4007047,-20.3858869,255,0,0
54.45,521.068,521.068,0.00000144522743,0,0,0,0,0.6249644,0.6245047,-0.1121436,32.4352717,-21.8425256,-18.6961805,255,0,0
54.5,520.39,520.39,0.00000145392317,0,0,0,0,0.6086808,0.6175318,-0.1127764,33.1165044,-22.2107066,-17.0004602,255,0,0
54.55,519.712,519.712,0.00000146267123,0,0,0,0,0.5919804,0.6106787,-0.1124968,33.7416026,-22.5093126,-15.3040264,255,0,0
54.6,519.034,519.034,0.00000147147192,0,0,0,0,0.5748713,0.6039533,-0.1113356,34.3104886,-22.7427205,-13.6118097,255,0,0
54.65,518.356,518.356,0.00000148032557,0,0,0,0,0.5573624,0.5973593,-0.1093234,34.8232291,-22.9155686,-11.9283713,255,0,0
54.7,517.679,517.679,0.00000148923249,0,0,0,0,0.5394631,0.5908962,-0.1064908,35.2800316,-23.0327086,-10.2579074,255,0,0
54.75,517.001,517.001,0.000001498193,0,0,0,0,0.5211837,0.5845597,-0.1028682,35.6812409,-23.0991595,-8.6042585,255,0,0
54.8,516.323,516.323,0.00000150720742,0,0,0,0,0.5025349,0.5783419,-0.0984855,36.0273347,-23.1200626,-6.9709209,255,0,0
54.85,515.645,515.645,0.00000151627608,0,0,0,0,0.483528,0.5722315,-0.0933724,36.3189191,-23.1006401,-5.3610628,255,0,0
54.9,514.967,514.967,0.00000152539931,0,0,0,0,0.4641752,0.566214,-0.0875582,36.5567232,-23.046155,-3.777542,255,0,0
54.95,514.289,514.289,0.00000153457743,0,0,0,0,0.4444887,0.5602721,-0.0810718,36.7415942,-22.9618742,-2.2229262,255,0,0
55,513.611,513.611,0.00000154381078,0,0,0,0,0.4244818,0.5543856,-0.0739421,36.8744916,-22.8530337,-0.6995148,255,0,0
55.05,512.933,512.933,0.00000155309968,0,0,0,0,0.4041679,0.5485319,-0.0661975,36.9564814,-22.7248068,0.7906378,255,0,0
55.1,512.255,512.255,0.00000156244447,0,0,0,0,0.3835611,0.5426863,-0.0578665,36.9887298,-22.5822744,2.2456982,255,0,0
55.15,511.577,511.577,0.00000157184548,0,0,0,0,0.3626756,0.5368218,-0.0489776,36.9724973,-22.430398,3.6640297,255,0,0
55.2,510.899,510.899,0.00000158130306,0,0,0,0,0.3415264,0.53091,-0.0395593,36.9091319,-22.2739953,5.0441677,255,0,0
55.25,510.221,510.221,0.00000159081755,0,0,0,0,0.3201286,0.5249204,-0.0296404,36.8000628,-22.1177178,6.3847953,255,0,0
55.3,509.543,509.543,0.00000160038928,0,0,0,0,0.2984977,0.5188218,-0.0192503,36.6467938,-21.9660303,7.6847201,255,0,0
55.35,508.865,508.865,0.00000161001861,0,0,0,0,0.2766495,0.5125814,-0.0084185,36.4508966,-21.8231935,8.9428505,255,0,0
55.4,508.187,508.187,0.00000161970587,0,0,0,0,0.2546002,0.5061657,0.0028243,36.2140041,-21.6932474,10.158175,255,0,0
55.45,507.509,507.509,0.00000162945142,0,0,0,0,0.232366,0.4995406,0.0144469,35.937804,-21.5799968,11.3297411,255,0,0
55.5,506.831,506.831,0.00000163925561,0,0,0,0,0.2099635,0.4926715,0.0264171,35.6240318,-21.4869993,12.4566367,255,0,0
55.55,506.153,506.153,0.00000164911879,0,0,0,0,0.1874094,0.4855238,0.0387012,35.2744649,-21.4175537,13.5379727,255,0,0
55.6,505.475,505.475,0.00000165904131,0,0,0,0,0.1647206,0.4780629,0.0512646,34.8909156,-21.3746905,14.572868,255,0,0
55.65,504.797,504.797,0.00000166902354,0,0,0,0,0.141914,0.4702543,0.0640711,34.4752253,-21.3611634,15.5604356,255,0,0
55.7,504.119,504.119,0.00000167906583,0,0,0,0,0.1190067,0.4620645,0.077083,34.0292582,-21.3794427,16.4997714,255,0,0
55.75,503.441,503.441,0.00000168916854,0,0,0,0,0.0960158,0.4534605,0.0902609,33.5548956,-21.4317088,17.3899448,255,0,0
55.8,502.763,502.763,0.00000169933204,0,0,0,0,0.0729585,0.4444106,0.1035636,33.0540298,-21.519848,18.229991,255,0,0
55.85,502.085,502.085,0.00000170955669,0,0,0,0,0.049852,0.4348844,0.116948,32.5285591,-21.6454479,19.0189061,255,0,0
55.9,501.407,501.407,0.00000171984286,0,0,0,0,0.0267133,0.4248532,0.1303694,31.980382,-21.8097956,19.7556438,255,0,0
55.95,500.729,500.729,0.00000173019092,0,0,0,0,0.0035596,0.4142901,0.1437807,31.4113928,-22.013875,20.4391142,255,0,0
56,500.051,500.051,0.00000174060124,0,0,0,0,-0.0195921,0.4031707,0.1571332,30.8234761,-22.2583662,21.0681846,255,0,0
56.05,499.373,499.373,0.00000175107421,0,0,0,0,-0.0427248,0.3914728,0.170376,30.2185032,-22.5436456,21.641682,255,0,0
56.1,498.695,498.695,0.00000176161018,0,0,0,0,-0.0658219,0.3791773,0.1834563,29.5983268,-22.8697869,22.158398,255,0,0
56.15,498.017,498.017,0.00000177220955,0,0,0,0,-0.0888665,0.366268,0.1963195,28.9647782,-23.2365626,22.6170949,255,0,0
56.2,497.339,497.339,0.0000017828727,0,0,0,0,-0.1118422,0.3527322,0.2089091,28.3196627,-23.643447,23.0165132,255,0,0
56.25,496.661,496.661,0.0000017936,0,0,0,0,-0.1347326,0.3385608,0.2211671,27.6647569,-24.0896201,23.3553812,255,0,0
56.3,495.578,495.578,0.00000180698239,0,0,0,0,-0.1575216,0.3237488,0.2330339,27.0018051,-24.5739721,23.6324255,255,0,0
56.35,494.494,494.494,0.00000182046463,0,0,0,0,-0.1801932,0.3082954,0.2444484,26.3325169,-25.0951091,23.8463825,255,0,0
56.4,493.411,493.411,0.00000183404747,0,0,0,0,-0.2027316,0.2922043,0.2553488,25.6585644,-25.65136,23.9960115,255,0,0
56.45,492.328,492.328,0.00000184773164,0,0,0,0,-0.2251214,0.275484,0.265672,24.9815802,-26.2407842,24.080108,255,0,0
56.5,491.244,491.244,0.00000186151792,0,0,0,0,-0.2473474,0.2581481,0.2753546,24.3031551,-26.86118,24.097518,255,0,0
56.55,490.161,490.161,0.00000187540706,0,0,0,0,-0.2693945,0.2402151,0.284333,23.6248369,-27.5100951,24.0471527,255,0,0
56.6,489.078,489.078,0.00000188939983,0,0,0,0,-0.291248,0.2217095,0.2925436,22.9481284,-28.1848366,23.9280034,255,0,0
56.65,487.994,487.994,0.000001903497,0,0,0,0,-0.3128936,0.2026609,0.2999234,22.2744866,-28.8824836,23.7391571,255,0,0
56.7,486.911,486.911,0.00000191769936,0,0,0,0,-0.334317,0.1831049,0.3064105,21.6053216,-29.5998996,23.4798111,255,0,0
56.75,485.827,485.827,0.00000193200768,0,0,0,0,-0.3555045,0.163083,0.311944,20.9419957,-30.3337461,23.1492883,255,0,0
56.8,484.744,484.744,0.00000194642275,0,0,0,0,-0.3764425,0.1426424,0.3164652,20.2858234,-31.0804978,22.7470518,255,0,0
56.85,483.661,483.661,0.00000196094539,0,0,0,0,-0.3971178,0.1218365,0.3199179,19.6380704,-31.8364579,22.272719,255,0,0
56.9,482.577,482.577,0.00000197557637,0,0,0,0,-0.4175175,0.1007244,0.3222486,18.999954,-32.5977744,21.7260748,255,0,0
56.95,481.494,481.494,0.00000199031653,0,0,0,0,-0.4376291,0.0793712,0.3234073,18.372643,-33.3604573,21.1070848,255,0,0
57,480.411,480.411,0.00000200516666,0,0,0,0,-0.4574402,0.0578477,0.3233481,17.757258,-34.1203963,20.4159069,255,0,0
57.05,479.327,479.327,0.00000202012759,0,0,0,0,-0.476939,0.0362303,0.3220298,17.1548713,-34.8733791,19.6529021,255,0,0
57.1,478.244,478.244,0.00000203520014,0,0,0,0,-0.4961138,0.0146007,0.3194163,16.5665082,-35.6151101,18.8186445,255,0,0
57.15,477.161,477.161,0.00000205038516,0,0,0,0,-0.5149535,-0.0069544,0.3154772,15.993147,-36.3412297,17.9139301,255,0,0
57.2,476.077,476.077,0.00000206568347,0,0,0,0,-0.5334472,-0.0283437,0.3101885,15.43572,-37.0473337,16.9397841,255,0,0
57.25,474.994,474.994,0.00000208109593,0,0,0,0,-0.5515842,-0.0494714,0.3035332,14.8951142,-37.7289929,15.8974672,255,0,0
57.3,473.911,473.911,0.00000209662339,0,0,0,0,-0.5693544,-0.0702381,0.2955015,14.3721726,-38.3817727,14.7884813,255,0,0
57.35,472.827,472.827,0.00000211226669,0,0,0,0,-0.5867479,-0.0905412,0.2860915,13.8676945,-39.001253,13.6145725,255,0,0
57.4,471.744,471.744,0.00000212802672,0,0,0,0,-0.6037552,-0.1102752,0.27531,13.382437,-39.583048,12.3777346,255,0,0
57.45,470.661,470.661,0.00000214390433,0,0,0,0,-0.620367,-0.1293331,0.2631723,12.9171161,-40.1228252,11.08021,255,0,0
57.5,469.577,469.577,0.00000215990041,0,0,0,0,-0.6365745,-0.1476064,0.249703,12.4724075,-40.6163253,9.7244906,255,0,0
57.55,468.494,468.494,0.00000217601584,0,0,0,0,-0.6523693,-0.164986,0.2349361,12.0489481,-41.0593807,8.3133162,255,0,0
57.6,467.41,467.41,0.00000219225151,0,0,0,0,-0.6677431,-0.1813634,0.2189155,11.6473365,-41.4479347,6.8496735,255,0,0
57.65,466.327,466.327,0.00000220860831,0,0,0,0,-0.6826882,-0.1966313,0.201695,11.2681347,-41.7780597,5.3367925,255,0,0
57.7,465.244,465.244,0.00000222508716,0,0,0,0,-0.6971971,-0.2106847,0.1833383,10.9118691,-42.0459753,3.7781431,255,0,0
57.75,464.16,464.16,0.00000224168896,0,0,0,0,-0.7112626,-0.2234213,0.1639193,10.5790309,-42.2480658,2.1774297,255,0,0
57.8,463.077,463.077,0.00000225841463,0,0,0,0,-0.7248781,-0.2347434,0.143522,10.2700782,-42.3808981,0.5385862,255,0,0
57.85,461.994,461.994,0.00000227526509,0,0,0,0,-0.738037,-0.244558,0.1222398,9.9854357,-42.4412384,-1.1342314,255,0,0
57.9,460.91,460.91,0.00000229224128,0,0,0,0,-0.7507333,-0.2527783,0.1001762,9.7254968,-42.4260691,-2.8366521,255,0,0
57.95,459.827,459.827,0.00000230934413,0,0,0,0,-0.7629611,-0.2593244,0.0774435,9.4906233,-42.3326053,-4.564098,255,0,0
58,458.744,458.744,0.00000232657458,0,0,0,0,-0.7747153,-0.2641247,0.054163,9.2811471,-42.1583112,-6.3117944,255,0,0
58.05,457.66,457.66,0.0000023439336,0,0,0,0,-0.7859906,-0.2671162,0.030464,9.0973701,-41.900916,-8.0747789,255,0,0
58.1,456.577,456.577,0.00000236142214,0,0,0,0,-0.7967823,-0.2682461,0.0064834,8.9395653,-41.5584303,-9.8479132,255,0,0
58.15,455.494,455.494,0.00000237904116,0,0,0,0,-0.8070861,-0.267472,-0.0176352,8.807977,-41.1291615,-11.6258952,255,0,0
58.2,454.41,454.41,0.00000239679164,0,0,0,0,-0.816898,-0.2647634,-0.0417423,8.702821,-40.6117296,-13.4032719,255,0,0
58.25,453.327,453.327,0.00000241467456,0,0,0,0,-0.8262144,-0.2601019,-0.0656836,8.6242854,-40.0050826,-15.174454,255,0,0
58.3,452.244,452.244,0.0000024326909,0,0,0,0,-0.8350318,-0.2534818,-0.0893009,8.5725302,-39.3085122,-16.933732,255,0,0
58.35,451.16,451.16,0.00000245084167,0,0,0,0,-0.8433473,-0.2449113,-0.1124333,8.5476877,-38.5216683,-18.6752929,255,0,0
58.4,450.077,450.077,0.00000246912787,0,0,0,0,-0.8511584,-0.2344121,-0.1349183,8.5498622,-37.644574,-20.3932391,255,0,0
58.45,448.994,448.994,0.0000024875505,0,0,0,0,-0.8584627,-0.2220206,-0.1565934,8.5791299,-36.6776401,-22.0816092,255,0,0
58.5,447.91,447.91,0.00000250611059,0,0,0,0,-0.8652585,-0.2077872,-0.1772968,8.6355386,-35.6216781,-23.7343999,255,0,0
58.55,446.827,446.827,0.00000252480916,0,0,0,0,-0.8715441,-0.1917773,-0.1968697,8.7191072,-34.4779134,-25.3455901,255,0,0
58.6,445.743,445.743,0.00000254364724,0,0,0,0,-0.8773183,-0.1740707,-0.2151567,8.8298255,-33.2479971,-26.9091675,255,0,0
58.65,444.66,444.66,0.00000256262588,0,0,0,0,-0.8825805,-0.1547613,-0.2320078,8.9676529,-31.9340163,-28.4191564,255,0,0
58.7,443.577,443.577,0.00000258174612,0,0,0,0,-0.8873301,-0.1339574,-0.2472796,9.1325183,-30.5385029,-29.8696483,255,0,0
58.75,442.493,442.493,0.00000260100902,0,0,0,0,-0.8915671,-0.1117806,-0.260837,9.3243189,-29.0644411,-31.254834,255,0,0
58.8,441.41,441.41,0.00000262041564,0,0,0,0,-0.8952919,-0.0883655,-0.2725538,9.5429192,-27.5152715,-32.5690387,255,0,0
58.85,440.327,440.327,0.00000263996707,0,0,0,0,-0.8985051,-0.0638589,-0.282315,9.7881502,-25.8948939,-33.8067575,255,0,0
58.9,439.243,439.243,0.00000265966436,0,0,0,0,-0.9012078,-0.0384188,-0.2900171,10.059808,-24.2076664,-34.9626947,255,0,0
58.95,438.16,438.16,0.00000267950863,0,0,0,0,-0.9034015,-0.0122135,-0.2955701,10.3576525,-22.458401,-36.0318025,255,0,0
59,437.077,437.077,0.00000269950095,0,0,0,0,-0.9050881,0.0145795,-0.2988977,10.6814066,-20.6523569,-37.009323,255,0,0
59.05,435.993,435.993,0.00000271964244,0,0,0,0,-0.9062699,0.0417751,-0.2999392,11.030754,-18.7952277,-37.8908298,255,0,0
59.1,434.91,434.91,0.00000273993421,0,0,0,0,-0.9069494,0.0691817,-0.2986494,11.4053385,-16.8931267,-38.6722707,255,0,0
59.15,433.827,433.827,0.00000276037738,0,0,0,0,-0.9071298,0.0966025,-0.2950001,11.8047622,-14.9525655,-39.3500107,255,0,0
59.2,432.743,432.743,0.00000278097309,0,0,0,0,-0.9068146,0.1238376,-0.2889801,12.2285838,-12.9804298,-39.9208742,255,0,0
59.25,431.66,431.66,0.00000280172246,0,0,0,0,-0.9060075,0.150685,-0.2805958,12.6763174,-10.9839483,-40.3821866,255,0,0
59.3,430.577,430.577,0.00000282262664,0,0,0,0,-0.9047129,0.1769428,-0.2698716,13.1474306,-8.9706585,-40.7318141,255,0,0
59.35,429.493,429.493,0.0000028436868,0,0,0,0,-0.9029356,0.2024105,-0.2568495,13.6413433,-6.9483665,-40.9682018,255,0,0
59.4,428.41,428.41,0.00000286490409,0,0,0,0,-0.9006805,0.2268908,-0.2415897,14.1574258,-4.9251017,-41.0904078,255,0,0
59.45,427.326,427.326,0.00000288627968,0,0,0,0,-0.8979532,0.2501914,-0.2241695,14.6949971,-2.9090676,-41.0981356,255,0,0
59.5,426.243,426.243,0.00000290781476,0,0,0,0,-0.8947597,0.2721267,-0.2046836,15.2533242,-0.9085872,-40.9917606,255,0,0
59.55,425.16,425.16,0.00000292951052,0,0,0,0,-0.8911063,0.2925189,-0.1832431,15.8316197,1.0679548,-40.7723525,255,0,0
59.6,424.076,424.076,0.00000295136816,0,0,0,0,-0.8869998,0.3112006,-0.1599745,16.4290411,3.0121744,-40.4416926,255,0,0
59.65,422.993,422.993,0.00000297338888,0,0,0,0,-0.8824474,0.3280152,-0.1350194,17.0446891,4.9157532,-40.0022843,255,0,0
59.7,421.91,421.91,0.0000029955739,0,0,0,0,-0.8774566,0.3428188,-0.1085328,17.6776068,6.7705055,-39.4573577,255,0,0
59.75,420.826,420.826,0.00000301792445,0,0,0,0,-0.8720354,0.3554816,-0.0806821,18.3267783,8.5684484,-38.8108667,255,0,0
59.8,419.743,419.743,0.00000304044176,0,0,0,0,-0.8661923,0.3658886,-0.0516457,18.9911279,10.3018712,-38.0674788,255,0,0
59.85,418.66,418.66,0.00000306312708,0,0,0,0,-0.8599361,0.373941,-0.0216119,19.6695193,11.9634061,-37.2325581,255,0,0
59.9,417.576,417.576,0.00000308598165,0,0,0,0,-0.8532759,0.3795569,0.0092235,20.3607552,13.5460976,-36.312139,255,0,0
59.95,416.493,416.493,0.00000310900675,0,0,0,0,-0.8462214,0.3826717,0.0406581,21.0635767,15.0434705,-35.3128937,255,0,0
60,415.41,415.41,0.00000313220364,0,0,0,0,-0.8387825,0.383239,0.0724846,21.776663,16.4495941,-34.2420908,255,0,0
60.05,414.326,414.326,0.00000315557361,0,4e-7,2e-7,-2e-7,-0.8309696,0.381231,0.1044933,22.4986317,17.7591444,-33.107547,255,0,0
60.1,413.243,413.243,0.00000317911794,0,9e-7,3e-7,-3e-7,-0.8227934,0.376638,0.136473,23.2280389,18.9674603,-31.9175715,255,0,0
60.15,412.16,412.16,0.00000320283795,0,0.0000013,5e-7,-4e-7,-0.8142649,0.3694691,0.1682131,23.9633796,20.0705946,-30.6809038,255,0,0
60.2,411.076,411.076,0.00000322673493,0,0.0000018,7e-7,-5e-7,-0.8053956,0.3597515,0.1995056,24.7030888,21.0653592,-29.4066453,255,0,0
60.25,409.993,409.993,0.00000325081022,0,0.0000022,9e-7,-6e-7,-0.7961972,0.3475306,0.2301464,25.4455422,21.9493624,-28.1041856,255,0,0
60.3,408.909,408.909,0.00000327506513,0,0.0000027,0.0000011,-6e-7,-0.7866817,0.3328688,0.2599372,26.1890578,22.7210386,-26.7831241,255,0,0
60.35,407.826,407.826,0.00000329950102,0,0.0000032,0.0000012,-6e-7,-0.7768615,0.3158454,0.2886871,26.9318975,23.3796697,-25.4531884,255,0,0
60.4,406.743,406.743,0.00000332411922,0,0.0000038,0.0000013,-6e-7,-0.7667491,0.2965552,0.3162139,27.6722691,23.9253975,-24.1241495,255,0,0
60.45,405.659,405.659,0.00000334892111,0,0.0000043,0.0000014,-6e-7,-0.7563576,0.2751079,0.3423458,28.4083287,24.3592266,-22.8057358,255,0,0
60.5,404.576,404.576,0.00000337390805,0,0.0000048,0.0000015,-5e-7,-0.7456999,0.2516269,0.3669222,29.1381829,24.6830184,-21.5075464,255,0,0
60.55,403.493,403.493,0.00000339908142,0,0.0000054,0.0000016,-5e-7,-0.7347894,0.2262478,0.3897953,29.8598926,24.8994748,-20.2389649,255,0,0
60.6,402.409,402.409,0.00000342444262,0,0.0000059,0.0000016,-4e-7,-0.7236398,0.1991172,0.4108311,30.5714757,25.0121133,-19.0090757,255,0,0
60.65,401.326,401.326,0.00000344999303,0,0.0000065,0.0000015,-3e-7,-0.7122646,0.1703916,0.4299097,31.2709108,25.0252322,-17.8265818,255,0,0
60.7,400.243,400.243,0.00000347573409,0,0.000007,0.0000015,-2e-7,-0.7006778,0.1402352,0.4469267,31.9561417,24.9438675,-16.6997281,255,0,0
60.75,399.159,399.159,0.00000350166721,0,0.0000075,0.0000014,-1e-7,-0.6888934,0.1088189,0.4617933,32.6250815,24.7737409,-15.6362285,255,0,0
60.8,398.076,398.076,0.00000352779381,0,0.000008,0.0000013,0,-0.6769254,0.0763188,0.4744367,33.2756173,24.5212008,-14.6431995,255,0,0
60.85,396.993,396.993,0.00000355411535,0,0.0000085,0.0000011,0,-0.6647881,0.0429142,0.4848006,33.9056153,24.1931558,-13.7271005,255,0,0
60.9,395.909,395.909,0.00000358063329,0,0.000009,0.000001,1e-7,-0.6524956,0.0087863,0.492845,34.5129264,23.7970025,-12.8936814,255,0,0
60.95,394.826,394.826,0.00000360734907,0,0.0000095,8e-7,1e-7,-0.6400621,-0.0258833,0.4985462,35.0953918,23.340548,-12.147939,255,0,0
61,393.743,393.743,0.00000363426419,0,0.0000099,6e-7,1e-7,-0.6275019,-0.0609142,0.5018963,35.6508489,22.8319284,-11.4940814,255,0,0
61.05,392.659,392.659,0.00000366138013,0,0.0000104,3e-7,1e-7,-0.6148291,-0.0961285,0.5029033,36.1771382,22.2795244,-10.9355018,255,0,0
61.1,391.576,391.576,0.00000368869839,0,0.0000108,1e-7,1e-7,-0.6020577,-0.1313526,0.5015903,36.6721091,21.6918748,-10.4747617,255,0,0
61.15,390.493,390.493,0.00000371622047,0,0.0000113,-1e-7,0,-0.5892016,-0.1664179,0.4979948,37.1336275,21.0775895,-10.1135836,255,0,0
61.2,389.409,389.409,0.0000037439479,0,0.0000117,-4e-7,-1e-7,-0.5762748,-0.2011624,0.492168,37.5595826,20.4452625,-9.8528526,255,0,0
61.25,388.326,388.326,0.00000377188221,0,0.0000122,-7e-7,-2e-7,-0.5632907,-0.2354316,0.4841741,37.9478943,19.8033872,-9.6926274,255,0,0
61.3,387.242,387.242,0.00000380002494,0,0.0000126,-9e-7,-4e-7,-0.5502627,-0.2690796,0.4740891,38.2965206,19.1602732,-9.6321607,255,0,0
61.35,386.159,386.159,0.00000382837765,0,0.0000131,-0.0000012,-7e-7,-0.5372041,-0.3019702,0.4619999,38.6034653,18.5239672,-9.6699267,255,0,0
61.4,385.076,385.076,0.0000038569419,0,0.0000136,-0.0000014,-0.000001,-0.5241276,-0.3339769,0.4480036,38.8667858,17.9021786,-9.8036578,255,0,0
61.45,383.992,383.992,0.00000388571928,0,0.0000141,-0.0000017,-0.0000013,-0.5110457,-0.3649844,0.4322056,39.0846013,17.30221,-10.0303872,255,0,0
61.5,382.909,382.909,0.00000391471137,0,0.0000146,-0.000002,-0.0000017,-0.4979707,-0.3948885,0.4147193,39.2550999,16.730894,-10.3464989,255,0,0
61.55,381.826,381.826,0.00000394391978,0,0.000015,-0.0000022,-0.0000021,-0.4849143,-0.423597,0.3956644,39.3765473,16.1945365,-10.7477827,255,0,0
61.6,380.742,380.742,0.00000397334612,0,0.0000155,-0.0000025,-0.0000026,-0.4718878,-0.4510293,0.3751659,39.4472943,15.6988676,-11.2294936,255,0,0
61.65,379.659,379.659,0.00000400299201,0,0.000016,-0.0000028,-0.0000031,-0.4589022,-0.4771171,0.353353,39.4657848,15.2489997,-11.7864155,255,0,0
61.7,378.576,378.576,0.0000040328591,0,0.0000164,-0.0000031,-0.0000037,-0.4459679,-0.5018041,0.330358,39.4305633,14.8493939,-12.4129269,255,0,0
61.75,377.492,377.492,0.00000406294903,0,0.0000168,-0.0000034,-0.0000043,-0.4330948,-0.5250461,0.3063151,39.3402828,14.503834,-13.1030696,255,0,0
61.8,376.409,376.409,0.00000409326347,0,0.0000172,-0.0000036,-0.0000049,-0.4202921,-0.5468106,0.2813595,39.1937117,14.2154092,-13.8506162,255,0,0
61.85,375.326,375.326,0.00000412380409,0,0.0000175,-0.0000039,-0.0000056,-0.4075689,-0.5670769,0.2556263,38.9897414,13.986504,-14.6491398,255,0,0
61.9,374.242,374.242,0.00000415457257,0,0.0000178,-0.0000042,-0.0000064,-0.3949331,-0.5858351,0.2292496,38.7273927,13.818797,-15.4920807,255,0,0
61.95,373.159,373.159,0.00000418557063,0,0.000018,-0.0000044,-0.0000072,-0.3823925,-0.6030862,0.2023614,38.4058226,13.7132662,-16.3728126,255,0,0
62,372.076,372.076,0.00000421679997,0,0.0000181,-0.0000047,-0.000008,-0.3699538,-0.6188414,0.1750915,38.0243303,13.6702019,-17.2847053,255,0,0
62.05,370.992,370.992,0.00000424826232,0,0.0000182,-0.0000049,-0.0000088,-0.3576235,-0.6331214,0.1475659,37.5823631,13.6892268,-18.2211847,255,0,0
62.1,369.909,369.909,0.00000427995942,0,0.0000182,-0.0000051,-0.0000097,-0.3454069,-0.6459558,0.1199066,37.0795213,13.7693214,-19.1757881,255,0,0
62.15,368.825,368.825,0.00000431189301,0,0.0000182,-0.0000052,-0.0000106,-0.3333092,-0.6573826,0.0922313,36.5155632,13.9088554,-20.1422158,255,0,0
62.2,367.742,367.742,0.00000434406486,0,0.0000181,-0.0000054,-0.0000116,-0.3213344,-0.6674472,0.0646524,35.8904095,14.1056245,-21.1143773,255,0,0
62.25,366.659,366.659,0.00000437647676,0,0.0000179,-0.0000054,-0.0000125,-0.3094859,-0.6762018,0.0372768,35.2041465,14.3568908,-22.0864322,255,0,0
62.3,365.575,365.575,0.00000440913049,0,0.0000177,-0.0000054,-0.0000135,-0.2977665,-0.683705,0.0102058,34.4570297,14.6594275,-23.0528256,255,0,0
62.35,364.492,364.492,0.00000444202785,0,0.0000175,-0.0000054,-0.0000145,-0.2861782,-0.6900201,-0.0164655,33.6494856,15.0095663,-24.008318,255,0,0
62.4,363.409,363.409,0.00000447517067,0,0.0000172,-0.0000053,-0.0000155,-0.2747222,-0.6952153,-0.0426481,32.7821141,15.4032469,-24.9480094,255,0,0
62.45,362.325,362.325,0.00000450856077,0,0.000017,-0.0000051,-0.0000165,-0.263399,-0.6993625,-0.0682592,31.8556893,15.8360688,-25.8673569,255,0,0
62.5,361.242,361.242,0.0000045422,0,0.0000167,-0.0000049,-0.0000175,-0.2522083,-0.7025366,-0.0932225,30.8711596,16.3033433,-26.7621882,255,0,0
62.55,359.747,359.747,0.00000458427937,0,0.0000164,-0.0000046,-0.0000185,-0.2411493,-0.7048147,-0.1174677,29.829648,16.8001471,-27.6287079,255,0,0
62.6,358.251,358.251,0.00000462674856,0,0.0000161,-0.0000043,-0.0000195,-0.2302201,-0.7062755,-0.1409309,28.7324504,17.3213742,-28.4635,255,0,0
62.65,356.756,356.756,0.00000466961119,0,0.0000158,-0.0000039,-0.0000205,-0.2194185,-0.7069988,-0.1635541,27.581034,17.8617891,-29.2635247,255,0,0
62.7,355.261,355.261,0.0000047128709,0,0.0000155,-0.0000035,-0.0000215,-0.2087412,-0.7070642,-0.1852852,26.377035,18.4160768,-30.0261107,255,0,0
62.75,353.766,353.766,0.00000475653138,0,0.0000152,-0.000003,-0.0000225,-0.1981846,-0.7065514,-0.2060775,25.1222548,18.9788931,-30.7489438,255,0,0
62.8,352.27,352.27,0.00000480059633,0,0.0000149,-0.0000026,-0.0000235,-0.1877441,-0.7055389,-0.2258899,23.8186562,19.544912,-31.4300518,255,0,0
62.85,350.775,350.775,0.0000048450695,0,0.0000145,-0.0000021,-0.0000245,-0.1774147,-0.7041037,-0.244686,22.4683586,20.1088714,-32.0677854,255,0,0
62.9,349.28,349.28,0.00000488995468,0,0.0000141,-0.0000015,-0.0000254,-0.1671906,-0.7023208,-0.2624345,21.0736326,20.6656156,-32.6607978,255,0,0
62.95,347.784,347.784,0.00000493525568,0,0.0000136,-0.000001,-0.0000264,-0.1570656,-0.7002628,-0.2791081,19.6368933,21.2101368,-33.2080205,255,0,0
63,346.289,346.289,0.00000498097635,0,0.000013,-6e-7,-0.0000273,-0.1470328,-0.6979995,-0.2946837,18.1606941,21.7376119,-33.708639,255,0,0
